HID	PA
65741	0
65742	0
65743	0
65744	0
65745	0
65746	0
65747	0
65748	0
65749	0
65750	0
65751	0
65752	0
65753	0
65817	1
65818	1
65819	1
65820	0
65821	0
65822	0
65823	0
65824	0
65825	0
65826	0
65827	0
65828	0
65829	0
65830	0
65831	0
65832	0
65833	0
65834	0
65899	1
65900	1
65901	1
65902	0
65903	0
65904	0
65905	0
65906	0
65907	0
65908	0
65909	0
65910	0
65911	0
65912	0
65913	0
65914	0
65915	0
65916	0
65979	1
65980	1
65981	1
65982	0
65983	0
65984	0
65985	0
65986	0
65987	0
65988	0
65989	0
65990	0
65991	0
65992	0
65993	0
65994	0
65995	0
65996	0
66060	1
66061	1
66062	1
66063	1
66064	0
66065	0
66066	0
66067	0
66068	0
66069	0
66070	0
66071	0
66072	0
66073	0
66074	0
66075	0
66076	0
66077	0
66142	1
66143	1
66144	1
66145	0
66146	0
66147	0
66148	0
66149	0
66150	0
66151	0
66152	0
66153	0
66154	0
66155	0
66156	0
66157	0
66158	0
66222	1
66223	1
66224	1
66225	1
66226	0
66227	0
66228	0
66229	0
66230	0
66231	0
66232	0
66233	0
66234	0
66235	0
66236	0
66237	0
66238	0
66304	1
66305	1
66306	1
66307	0
66308	0
66309	0
66310	0
66311	0
66312	0
66313	0
66314	0
66315	0
66316	0
66317	0
66318	0
66319	0
66385	1
66386	1
66387	1
66388	1
66389	0
66390	0
66391	0
66392	0
66393	0
66394	0
66395	0
66396	0
66397	0
66398	0
66399	0
66400	0
66466	1
66467	1
66468	1
66469	0
66470	0
66471	0
66472	0
66473	0
66474	0
66475	0
66476	0
66477	0
66478	0
66479	0
66480	0
66481	0
66547	1
66548	1
66549	1
66550	1
66551	0
66552	0
66553	0
66554	0
66555	0
66556	0
66557	0
66558	0
66559	0
66560	0
66561	0
66562	0
66628	1
66629	1
66630	1
66631	0
66632	0
66633	0
66634	0
66635	0
66636	0
66637	0
66638	0
66639	0
66640	0
66641	0
66642	0
66643	0
66644	0
66709	1
66710	1
66711	1
66712	0
66713	0
66714	0
66715	0
66716	0
66717	0
66718	0
66719	0
66720	0
66721	0
66722	0
66723	0
66724	0
66790	1
66791	1
66792	1
66793	0
66794	0
66795	0
66796	0
66797	0
66798	0
66799	0
66800	0
66801	0
66802	0
66803	0
66804	0
66805	0
66806	0
66872	1
66873	1
66874	1
66875	0
66876	0
66877	0
66878	0
66879	0
66880	0
66881	0
66882	0
66883	0
66884	0
66885	0
66886	0
66887	0
66953	1
66954	1
66955	0
66956	0
66957	0
66958	0
66959	0
66960	0
66961	0
66962	0
66963	0
66964	0
66965	0
66966	0
66967	0
67034	1
67035	1
67036	1
67037	0
67038	0
67039	0
67040	0
67041	0
67042	0
67043	0
67044	0
67045	0
67046	0
67047	0
67048	0
67116	1
67117	1
67118	0
67119	0
67120	0
67121	0
67122	0
67123	0
67124	0
67125	0
67126	0
67127	0
67128	0
67129	0
67130	0
67196	1
67197	1
67198	1
67199	0
67200	0
67201	0
67202	0
67203	0
67204	0
67205	0
67206	0
67207	0
67208	0
67209	0
67210	0
67278	1
67279	1
67280	1
67281	0
67282	0
67283	0
67284	0
67285	0
67286	0
67287	0
67288	0
67289	0
67290	0
67291	0
67359	1
67360	1
67361	1
67362	1
67363	0
67364	0
67365	0
67366	0
67367	0
67368	0
67369	0
67370	0
67371	0
67372	0
67373	0
67440	1
67441	1
67442	1
67443	0
67444	0
67445	0
67446	0
67447	0
67448	0
67449	0
67450	0
67451	0
67452	0
67453	0
67454	0
67521	1
67522	1
67523	1
67524	1
67525	0
67526	0
67527	0
67528	0
67529	0
67530	0
67531	0
67532	0
67533	0
67534	0
67535	0
67536	0
67603	1
67604	1
67605	1
67606	0
67607	0
67608	0
67609	0
67610	0
67611	0
67612	0
67613	0
67614	0
67615	0
67616	0
67617	0
67618	0
67683	1
67684	1
67685	1
67686	1
67687	0
67688	0
67689	0
67690	0
67691	0
67692	0
67693	0
67694	0
67695	0
67696	0
67697	0
67698	0
67699	0
67765	1
67766	1
67767	1
67768	0
67769	0
67770	0
67771	0
67772	0
67773	0
67774	0
67775	0
67776	0
67777	0
67778	0
67779	0
67780	0
67781	0
67846	1
67847	1
67848	1
67849	0
67850	0
67851	0
67852	0
67853	0
67854	0
67855	0
67856	0
67857	0
67858	0
67859	0
67860	0
67861	0
67862	0
67863	0
67927	1
67928	1
67929	0
67930	0
67931	0
67932	0
67933	0
67934	0
67935	0
67936	0
67937	0
67938	0
67939	0
67940	0
67941	0
67942	0
67943	0
68008	1
68009	1
68010	1
68011	0
68012	0
68013	0
68014	0
68015	0
68016	0
68017	0
68018	0
68019	0
68020	0
68021	0
68022	0
68023	0
68024	0
68025	0
68090	1
68091	1
68092	0
68093	0
68094	0
68095	0
68096	0
68097	0
68098	0
68099	0
68100	0
68101	0
68102	0
68103	0
68104	0
68105	0
68106	0
68170	1
68171	1
68172	1
68173	0
68174	0
68175	0
68176	0
68177	0
68178	0
68179	0
68180	0
68181	0
68182	0
68183	0
68184	0
68185	0
68186	0
68187	0
68251	1
68252	1
68253	1
68254	0
68255	0
68256	0
68257	0
68258	0
68259	0
68260	0
68261	0
68262	0
68263	0
68264	0
68265	0
68266	0
68267	0
68268	0
68332	1
68333	1
68334	1
68335	1
68336	0
68337	0
68338	0
68339	0
68340	0
68341	0
68342	0
68343	0
68344	0
68345	0
68346	0
68347	0
68348	0
68349	0
68350	0
68412	1
68413	1
68414	1
68415	1
68416	0
68417	0
68418	0
68419	0
68420	0
68421	0
68422	0
68423	0
68425	0
68426	0
68427	0
68428	0
68429	0
68430	0
68493	1
68494	1
68495	1
68496	1
68497	1
68498	0
68499	0
68500	0
68501	0
68502	0
68503	0
68504	0
68506	0
68507	0
68508	0
68509	0
68510	0
68511	0
68512	0
68575	1
68576	1
68577	1
68578	1
68579	0
68580	0
68581	0
68582	0
68583	0
68584	0
68585	0
68588	0
68589	0
68590	0
68591	0
68592	0
68593	0
68655	1
68656	1
68657	1
68658	1
68659	1
68660	0
68661	0
68662	0
68663	0
68664	0
68665	0
68668	0
68669	0
68670	0
68671	0
68672	0
68673	0
68674	0
68737	1
68738	1
68739	1
68740	1
68741	1
68742	0
68743	0
68744	0
68745	0
68746	0
68750	0
68751	0
68752	0
68753	0
68754	0
68755	0
68756	0
68818	1
68819	1
68820	1
68821	1
68822	1
68823	1
68824	0
68825	0
68826	0
68827	0
68828	0
68831	0
68832	0
68833	0
68834	0
68835	0
68836	0
68837	0
68838	0
68898	1
68899	1
68900	1
68901	1
68902	1
68903	1
68904	0
68905	0
68906	0
68907	0
68908	0
68909	0
68911	0
68912	0
68913	0
68914	0
68915	0
68916	0
68917	0
68918	0
68919	0
68978	1
68979	1
68980	1
68981	1
68982	1
68983	1
68984	1
68985	1
68986	0
68987	0
68988	0
68989	0
68990	0
68991	0
68993	0
68994	0
68995	0
68996	0
68998	0
68999	0
69000	0
69001	0
69059	1
69061	1
69062	1
69063	1
69064	1
69065	1
69066	1
69067	1
69068	0
69069	0
69070	0
69071	0
69072	0
69073	0
69075	0
69076	0
69077	0
69078	0
69079	0
69080	0
69081	0
69082	0
69083	0
69140	1
69141	1
69142	1
69143	1
69144	1
69145	1
69146	1
69147	1
69148	1
69149	1
69150	0
69151	0
69152	0
69153	0
69155	0
69156	0
69157	0
69158	0
69159	0
69160	0
69161	0
69162	0
69163	0
69164	0
69221	1
69223	1
69224	1
69225	1
69226	1
69227	1
69228	1
69229	1
69230	1
69231	0
69232	0
69233	0
69234	0
69235	0
69237	0
69238	0
69239	0
69240	0
69241	0
69242	0
69243	0
69244	0
69245	0
69302	1
69303	1
69304	1
69305	1
69306	1
69307	1
69308	1
69309	1
69310	1
69311	1
69312	1
69313	0
69314	0
69315	0
69316	0
69317	0
69318	0
69319	0
69320	0
69321	0
69323	0
69324	0
69325	0
69326	0
69327	0
69382	1
69383	1
69384	1
69385	1
69386	1
69387	1
69388	1
69389	1
69390	1
69391	1
69392	1
69393	0
69394	0
69395	0
69396	0
69397	0
69398	0
69399	0
69400	0
69401	0
69402	0
69403	0
69404	0
69405	0
69406	0
69407	0
69464	1
69465	1
69466	1
69467	1
69468	1
69469	1
69470	1
69471	1
69472	1
69473	1
69474	1
69475	1
69476	1
69477	0
69478	0
69479	0
69481	0
69482	0
69483	0
69485	0
69486	0
69487	0
69488	0
69489	0
69545	1
69546	1
69547	1
69548	1
69549	1
69550	1
69551	1
69552	1
69553	1
69554	1
69555	1
69556	1
69557	1
69558	0
69559	0
69560	0
69563	0
69564	0
69565	0
69567	0
69568	0
69569	0
69570	0
69626	1
69627	1
69628	1
69629	1
69630	1
69631	1
69632	1
69633	1
69634	1
69635	1
69636	1
69637	1
69638	1
69639	0
69640	0
69641	0
69643	0
69644	0
69645	0
69646	0
69647	0
69648	0
69649	0
69650	0
69651	0
69708	1
69709	1
69710	1
69711	1
69712	1
69713	1
69714	1
69715	1
69716	1
69717	1
69718	1
69719	1
69720	0
69721	0
69722	0
69723	0
69725	0
69729	0
69730	0
69731	0
69732	0
69789	1
69790	1
69791	1
69792	1
69793	1
69794	1
69795	1
69796	1
69797	1
69798	1
69799	1
69800	1
69801	1
69802	0
69803	0
69804	0
69807	0
69810	0
69811	0
69812	0
69813	0
69814	0
69870	1
69871	1
69872	1
69873	1
69874	1
69875	1
69876	1
69877	1
69878	1
69879	1
69880	1
69881	1
69882	0
69883	0
69884	0
69885	0
69887	0
69891	0
69892	0
69893	0
69894	0
69953	1
69954	1
69955	1
69956	1
69957	1
69958	1
69959	1
69960	1
69961	1
69962	1
69963	1
69964	0
69965	0
69966	0
69972	0
69973	0
69974	0
69975	0
69976	0
70031	1
70033	1
70034	1
70035	1
70036	1
70037	1
70038	1
70039	1
70040	1
70041	1
70042	1
70043	1
70044	1
70045	0
70046	0
70047	0
70048	0
70054	0
70055	0
70056	0
70057	0
70109	1
70110	1
70111	1
70112	1
70113	1
70114	1
70115	1
70116	1
70117	1
70118	1
70119	1
70120	1
70121	1
70122	1
70123	1
70124	1
70125	1
70126	0
70127	0
70128	0
70129	0
70134	0
70135	0
70136	0
70137	0
70138	0
70189	1
70190	1
70191	1
70192	1
70193	1
70194	1
70195	1
70196	1
70197	1
70198	1
70199	1
70200	1
70201	1
70202	1
70203	1
70204	1
70205	1
70206	1
70207	0
70208	0
70209	0
70210	0
70216	0
70217	0
70219	0
70270	1
70271	1
70272	1
70273	1
70274	1
70275	1
70276	1
70277	1
70278	1
70279	1
70280	1
70281	1
70282	1
70283	1
70284	1
70285	1
70286	1
70287	1
70288	1
70289	0
70290	0
70291	0
70297	0
70298	0
70299	0
70300	0
70301	0
70350	1
70351	1
